epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,9691.79,0.44826,0.2565,0.96006,0.92686,0.91934,0.95716,0.8262,0.60902,0.34559,1.05297,0.002278,0.002278,0.002278
80,9813.58,0.44426,0.256,0.95676,0.9382,0.91275,0.95683,0.82526,0.60905,0.34879,1.05177,0.002179,0.002179,0.002179
81,9935.51,0.4456,0.24968,0.95614,0.93317,0.9146,0.95706,0.82634,0.61011,0.34988,1.05354,0.00208,0.00208,0.00208
82,10057.7,0.44165,0.24972,0.95377,0.92837,0.91882,0.95728,0.82268,0.61182,0.348,1.05599,0.001981,0.001981,0.001981
83,10179.3,0.43818,0.24527,0.9532,0.93035,0.91806,0.95776,0.82581,0.60995,0.34609,1.05449,0.001882,0.001882,0.001882
84,10301.2,0.43054,0.24276,0.94899,0.92438,0.92408,0.95841,0.8265,0.6116,0.3458,1.05516,0.001783,0.001783,0.001783
85,10423.8,0.42514,0.23671,0.94261,0.92669,0.92452,0.95862,0.8263,0.61237,0.34821,1.05646,0.001684,0.001684,0.001684
86,10540.8,0.42564,0.24066,0.94166,0.92571,0.92414,0.95846,0.82759,0.61244,0.34732,1.05867,0.001585,0.001585,0.001585
87,10654.3,0.42348,0.23642,0.94232,0.92584,0.92129,0.9582,0.82595,0.61164,0.34759,1.05931,0.001486,0.001486,0.001486
88,10767.7,0.41578,0.23638,0.93778,0.9285,0.91877,0.95825,0.82644,0.61084,0.34767,1.06043,0.001387,0.001387,0.001387
89,10880.9,0.41357,0.2315,0.93725,0.93351,0.91401,0.95774,0.82766,0.61053,0.3483,1.06229,0.001288,0.001288,0.001288
90,10997.1,0.41138,0.2311,0.93684,0.92875,0.91566,0.95767,0.82665,0.61086,0.34904,1.06228,0.001189,0.001189,0.001189
91,11140.2,0.40399,0.22548,0.93468,0.93714,0.90849,0.95806,0.82728,0.6103,0.34877,1.06294,0.00109,0.00109,0.00109
92,11261.9,0.40146,0.22461,0.93074,0.91472,0.931,0.95765,0.82671,0.61014,0.34735,1.06426,0.000991,0.000991,0.000991
93,11383.8,0.39946,0.22386,0.92712,0.91648,0.92701,0.95734,0.82688,0.61097,0.34669,1.06458,0.000892,0.000892,0.000892
94,11505.6,0.39736,0.22132,0.92957,0.93317,0.91364,0.95734,0.82681,0.61152,0.34714,1.06544,0.000793,0.000793,0.000793
95,11627.1,0.39057,0.21607,0.92454,0.91908,0.92439,0.95713,0.82793,0.61202,0.34806,1.06679,0.000694,0.000694,0.000694
96,11749,0.38726,0.21736,0.92248,0.91593,0.92848,0.95759,0.82693,0.61181,0.34876,1.06768,0.000595,0.000595,0.000595
97,11870.5,0.38402,0.21351,0.91842,0.92674,0.91876,0.95738,0.8259,0.61307,0.35,1.06981,0.000496,0.000496,0.000496
98,11992,0.37914,0.21168,0.91852,0.92997,0.91674,0.95705,0.82599,0.6139,0.35013,1.0713,0.000397,0.000397,0.000397
99,12113.7,0.37803,0.21286,0.91578,0.92784,0.91777,0.95719,0.82678,0.61427,0.35145,1.07238,0.000298,0.000298,0.000298
100,12235.9,0.37297,0.20852,0.91555,0.92801,0.91873,0.95726,0.82675,0.6146,0.35059,1.07318,0.000199,0.000199,0.000199
