epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,3710.3,0.4237,0.23221,0.88874,0.92364,0.90543,0.94326,0.80931,0.58866,0.32024,0.94566,0.000103399,0.000103399,0.000103399
79,3757.69,0.41803,0.22705,0.89109,0.93327,0.89666,0.94603,0.81084,0.58643,0.31517,0.9416,9.9093e-05,9.9093e-05,9.9093e-05
80,3805.39,0.41075,0.22268,0.88509,0.94042,0.8912,0.94431,0.80851,0.58924,0.31777,0.94648,9.47865e-05,9.47865e-05,9.47865e-05
81,3852.79,0.4112,0.22236,0.88482,0.95,0.88115,0.94478,0.80901,0.58944,0.32106,0.94682,9.048e-05,9.048e-05,9.048e-05
82,3900.23,0.40782,0.22195,0.88336,0.93953,0.89236,0.94376,0.8113,0.59008,0.32172,0.94575,8.61735e-05,8.61735e-05,8.61735e-05
83,3947.87,0.40212,0.21778,0.88342,0.93277,0.8976,0.9444,0.81054,0.58704,0.31703,0.94261,8.1867e-05,8.1867e-05,8.1867e-05
84,3995.28,0.4013,0.21777,0.87941,0.92644,0.90009,0.94539,0.81154,0.58926,0.31193,0.94439,7.75605e-05,7.75605e-05,7.75605e-05
85,4042.93,0.39624,0.21396,0.87886,0.93289,0.8947,0.94512,0.81171,0.59024,0.31447,0.94648,7.3254e-05,7.3254e-05,7.3254e-05
86,4090.65,0.39058,0.21209,0.87993,0.93875,0.88906,0.94565,0.81176,0.58984,0.31583,0.94782,6.89475e-05,6.89475e-05,6.89475e-05
87,4138.24,0.38997,0.21224,0.879,0.94246,0.88955,0.94466,0.81109,0.59055,0.3159,0.94668,6.4641e-05,6.4641e-05,6.4641e-05
88,4185.5,0.38821,0.20936,0.87707,0.94374,0.88857,0.94494,0.81311,0.59014,0.3174,0.94597,6.03345e-05,6.03345e-05,6.03345e-05
89,4233.29,0.38196,0.20871,0.87438,0.946,0.89071,0.9449,0.81258,0.58988,0.31947,0.94641,5.6028e-05,5.6028e-05,5.6028e-05
90,4280.66,0.38333,0.21099,0.87659,0.94378,0.89007,0.94492,0.81293,0.59054,0.31694,0.94906,5.17215e-05,5.17215e-05,5.17215e-05
91,4329.95,0.38255,0.20765,0.87277,0.94262,0.89157,0.94495,0.81317,0.58873,0.31585,0.94941,4.7415e-05,4.7415e-05,4.7415e-05
92,4377.92,0.38123,0.20553,0.87376,0.93832,0.89333,0.94424,0.81333,0.58861,0.31722,0.949,4.31085e-05,4.31085e-05,4.31085e-05
93,4425.65,0.37464,0.20482,0.87249,0.9445,0.88936,0.94349,0.81295,0.58873,0.31653,0.94825,3.8802e-05,3.8802e-05,3.8802e-05
94,4472.99,0.37195,0.20076,0.87241,0.94065,0.89256,0.94389,0.81241,0.58951,0.31719,0.94957,3.44955e-05,3.44955e-05,3.44955e-05
95,4520.33,0.36914,0.19955,0.87041,0.94284,0.89142,0.94421,0.81206,0.58911,0.31772,0.94954,3.0189e-05,3.0189e-05,3.0189e-05
96,4567.74,0.36463,0.1997,0.86938,0.94863,0.88365,0.94328,0.81209,0.5894,0.31684,0.95071,2.58825e-05,2.58825e-05,2.58825e-05
97,4615.11,0.3654,0.20021,0.86534,0.94981,0.88381,0.94267,0.81191,0.59007,0.3162,0.95201,2.1576e-05,2.1576e-05,2.1576e-05
98,4662.43,0.36426,0.19679,0.86657,0.94866,0.88571,0.94322,0.8114,0.59051,0.31692,0.9523,1.72695e-05,1.72695e-05,1.72695e-05
99,4709.82,0.35645,0.19421,0.86252,0.94946,0.88548,0.94309,0.81223,0.59115,0.31873,0.95217,1.2963e-05,1.2963e-05,1.2963e-05
100,4757.21,0.35433,0.19338,0.86439,0.94876,0.88607,0.94357,0.81275,0.59138,0.31948,0.95243,8.6565e-06,8.6565e-06,8.6565e-06
