epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,5653.95,0.80972,1.6661,1.37581,0.14443,0.20965,0.10914,0.05586,1.80401,3.40889,1.76199,0.001189,0.001189,0.001189
91,5733.49,0.71769,1.43597,1.29566,0.15096,0.20304,0.10987,0.05642,1.79606,3.40255,1.75541,0.00109,0.00109,0.00109
92,5792.35,0.71393,1.39092,1.28613,0.14773,0.20033,0.11103,0.05727,1.78936,3.40526,1.74863,0.000991,0.000991,0.000991
93,5850.3,0.72412,1.38216,1.29492,0.15133,0.20315,0.11332,0.0586,1.78101,3.40188,1.73962,0.000892,0.000892,0.000892
94,5907.22,0.70379,1.35779,1.28072,0.1549,0.20334,0.11387,0.05907,1.76953,3.40542,1.72866,0.000793,0.000793,0.000793
95,5965.1,0.69646,1.33444,1.28176,0.15836,0.20193,0.11365,0.05913,1.76351,3.42883,1.72302,0.000694,0.000694,0.000694
96,6021.71,0.69964,1.33481,1.28546,0.15662,0.20094,0.11421,0.0594,1.75576,3.4546,1.71485,0.000595,0.000595,0.000595
97,6079.88,0.68862,1.32641,1.27038,0.15601,0.19891,0.11457,0.05992,1.7477,3.4731,1.70637,0.000496,0.000496,0.000496
98,6138.18,0.69035,1.31063,1.27224,0.15496,0.19821,0.11523,0.06064,1.74045,3.48413,1.69937,0.000397,0.000397,0.000397
99,6197.21,0.6858,1.3155,1.26512,0.15945,0.19626,0.11593,0.06116,1.73362,3.49335,1.6927,0.000298,0.000298,0.000298
100,6257.76,0.69427,1.29555,1.26778,0.16045,0.19516,0.11575,0.06139,1.72787,3.5052,1.68678,0.000199,0.000199,0.000199
